receipt_id,user_id,purchase_date,date_scanned,create_date,finished_date,modify_date,rewards_receipt_status,bonus_points_earned,points_awarded_date,points_earned,purchased_item_count,total_spent,bonus_points_earned_reason
5ff1e1b20a7214ada100055a,5ff1e194b6a9d73a3a9f1052,2021-02-03 15:24:35+00:00,2021-01-03 15:24:34+00:00,2021-01-03 15:24:34+00:00,2021-01-03 15:24:35+00:00,2021-01-03 15:24:35+00:00,FINISHED,300,2021-01-03 15:24:35+00:00,300,1,1.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1e90a7214ada1000569,5ff1e1e9b6a9d73a3a9f10f6,,2021-01-03 15:25:29+00:00,2021-01-03 15:25:29+00:00,,2021-01-03 15:25:29+00:00,FLAGGED,0,,0,0,0.0,
5ff1e1df0a7214ada1000564,5ff1e1dfcfcf6c399c274ab3,2021-01-02 15:25:19+00:00,2021-01-03 15:25:19+00:00,2021-01-03 15:25:19+00:00,2021-01-03 15:25:20+00:00,2021-01-03 15:25:25+00:00,FINISHED,750,2021-01-03 15:25:19+00:00,750,2,11.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1b40a7214ada100055b,5ff1e1b4cfcf6c399c274a54,2021-01-02 15:24:36+00:00,2021-01-03 15:24:36+00:00,2021-01-03 15:24:36+00:00,,2021-01-03 15:24:37+00:00,FLAGGED,750,2021-01-03 15:24:36+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1eb0a720f0523000576,5ff1e1eacfcf6c399c274ae6,2021-01-03 00:00:00+00:00,2021-01-03 15:25:31+00:00,2021-01-03 15:25:31+00:00,2021-01-03 15:25:32+00:00,2021-01-03 15:25:36+00:00,FINISHED,300,2021-01-03 15:25:32+00:00,300,2,26.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1c80a720f052300056d,5ff1e194b6a9d73a3a9f1052,2021-01-02 15:24:56+00:00,2021-01-03 15:24:56+00:00,2021-01-03 15:24:56+00:00,2021-01-03 15:25:02+00:00,2021-01-03 15:25:02+00:00,FINISHED,5,2021-01-03 15:24:56+00:00,5,2,1.0,All-receipts receipt bonus
5f9c74f90a7214ad07000038,5f9c74e3f1937815bd2c1d73,2020-10-29 20:18:01+00:00,2020-10-30 20:18:01+00:00,2020-10-30 20:18:01+00:00,2021-01-03 15:39:55+00:00,2021-01-03 15:39:55+00:00,FINISHED,300,2021-01-03 15:39:55+00:00,389,6,14.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1960a720f0523000567,5ff1e196cfcf6c399c274a38,2021-01-02 15:24:06+00:00,2021-01-03 15:24:06+00:00,2021-01-03 15:24:06+00:00,2021-01-03 15:24:10+00:00,2021-01-03 15:24:10+00:00,FINISHED,750,2021-01-03 15:24:10+00:00,750,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1ec0a7214ada100056c,5ff1e1eacfcf6c399c274ae6,2021-01-03 00:00:00+00:00,2021-01-03 15:25:32+00:00,2021-01-03 15:25:32+00:00,2021-01-03 15:25:32+00:00,2021-01-03 15:25:37+00:00,FINISHED,150,2021-01-03 15:25:32+00:00,150,2,21.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff1e1d70a720f0523000571,5ff1e194b6a9d73a3a9f1052,2021-01-02 15:25:11+00:00,2021-01-03 15:25:11+00:00,2021-01-03 15:25:11+00:00,2021-01-03 15:25:12+00:00,2021-01-03 15:25:12+00:00,FINISHED,40,2021-01-03 15:25:12+00:00,185,2,2.0,COMPLETE_PARTNER_RECEIPT
5ff1e1c60a7214ada100055e,5ff1e194b6a9d73a3a9f1052,2021-01-02 15:24:54+00:00,2021-01-03 15:24:54+00:00,2021-01-03 15:24:54+00:00,2021-01-03 15:24:59+00:00,2021-01-03 15:24:59+00:00,FINISHED,5,2021-01-03 15:24:54+00:00,5,2,1.0,All-receipts receipt bonus
5ff1e1ee0a7214ada1000570,5ff1e1eacfcf6c399c274ae6,2021-01-03 00:00:00+00:00,2021-01-03 15:25:34+00:00,2021-01-03 15:25:34+00:00,2021-01-03 15:25:35+00:00,2021-01-03 15:25:40+00:00,FINISHED,5,2021-01-03 15:25:35+00:00,5,5,27.0,All-receipts receipt bonus
5ff1e1cf0a720f0523000570,5ff1e194b6a9d73a3a9f1052,2021-01-02 15:25:03+00:00,2021-01-03 15:25:03+00:00,2021-01-03 15:25:03+00:00,2021-01-03 15:25:09+00:00,2021-01-03 15:25:09+00:00,FINISHED,5,2021-01-03 15:25:03+00:00,5,2,1.0,All-receipts receipt bonus
5ff1e1e10a720f0523000572,5ff1e194b6a9d73a3a9f1052,2021-01-02 15:25:21+00:00,2021-01-03 15:25:21+00:00,2021-01-03 15:25:21+00:00,2021-01-03 15:25:21+00:00,2021-01-03 15:25:26+00:00,FINISHED,25,2021-01-03 15:25:21+00:00,35,1,1.0,COMPLETE_NONPARTNER_RECEIPT
5ff1e1d40a7214ada1000562,5ff1e194b6a9d73a3a9f1052,2017-10-30 00:00:00+00:00,2021-01-03 15:25:08+00:00,2021-01-03 15:25:08+00:00,,2021-01-03 15:25:08+00:00,REJECTED,0,,0,3,3.0,
5ff1e1ee0a720f0523000578,5ff1e1eacfcf6c399c274ae6,2021-01-03 00:00:00+00:00,2021-01-03 15:25:34+00:00,2021-01-03 15:25:34+00:00,2021-01-03 15:25:34+00:00,2021-01-03 15:25:39+00:00,FINISHED,5,2021-01-03 15:25:34+00:00,5,4,27.0,All-receipts receipt bonus
5ff371030a7214ada10005a5,5ff370c562fde912123a5e0e,2020-12-20 00:00:00+00:00,2021-01-04 19:48:19+00:00,2021-01-04 19:48:19+00:00,2021-01-04 19:48:20+00:00,2021-01-04 19:48:20+00:00,FINISHED,300,2021-01-04 19:48:20+00:00,650,10,10.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36dcc0a720f05230005b1,5ff36d0362fde912123a5535,2021-01-04 19:34:36+00:00,2021-01-04 19:34:36+00:00,2021-01-04 19:34:36+00:00,2021-01-04 19:34:36+00:00,2021-01-04 19:34:36+00:00,FINISHED,5,2021-01-04 19:34:36+00:00,55,1,0.99,All-receipts receipt bonus
5ff36c750a7214ada100058f,5ff36be7135e7011bcb856d3,2021-01-03 19:28:53+00:00,2021-01-04 19:28:53+00:00,2021-01-04 19:28:53+00:00,2021-01-04 19:28:54+00:00,2021-01-04 19:28:54+00:00,FINISHED,0,2021-01-04 19:28:54+00:00,500,9,89.91,
5ff36d860a720f05230005a7,54943462e4b07e684157a532,2021-01-03 19:33:26+00:00,2021-01-04 19:33:26+00:00,2021-01-04 19:33:26+00:00,2021-01-04 19:33:26+00:00,2021-01-04 19:33:26+00:00,FINISHED,45,2021-01-04 19:33:26+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5ff36d9f0a720f05230005ab,5ff36d0362fde912123a5535,2020-12-19 19:33:51+00:00,2021-01-04 19:33:51+00:00,2021-01-04 19:33:51+00:00,2021-01-04 19:33:51+00:00,2021-01-04 19:33:51+00:00,FINISHED,45,2021-01-04 19:33:51+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5ff36adb0a720f0523000590,5ff36a3862fde912123a4460,2020-12-30 06:00:00+00:00,2021-01-04 19:22:03+00:00,2021-01-04 19:22:03+00:00,2021-01-04 19:22:04+00:00,2021-01-04 19:22:04+00:00,FINISHED,0,2021-01-04 19:22:04+00:00,250,5,49.95,
5ff36da00a7214ada100059b,5ff36d0362fde912123a5535,2021-01-03 19:33:52+00:00,2021-01-04 19:33:52+00:00,2021-01-04 19:33:52+00:00,2021-01-04 19:33:52+00:00,2021-01-04 19:33:52+00:00,FINISHED,5,2021-01-04 19:33:52+00:00,5,1,1.0,All-receipts receipt bonus
5ff36dc40a7214ada100059f,5ff36d0362fde912123a5535,2021-01-03 19:34:28+00:00,2021-01-04 19:34:28+00:00,2021-01-04 19:34:28+00:00,2021-01-04 19:34:28+00:00,2021-01-04 19:34:28+00:00,FINISHED,5,2021-01-04 19:34:28+00:00,355,9,89.91,All-receipts receipt bonus
5ff3710b0a7214ada10005a7,5ff370c562fde912123a5e0e,2021-01-03 19:48:27+00:00,2021-01-04 19:48:27+00:00,2021-01-04 19:48:27+00:00,2021-01-04 19:48:28+00:00,2021-01-04 19:48:28+00:00,FINISHED,100,2021-01-04 19:48:28+00:00,600,9,89.91,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36d780a7214ada1000593,5ff36d78135e7011bcb86488,2021-01-04 19:33:12+00:00,2021-01-04 19:33:12+00:00,2021-01-04 19:33:12+00:00,2021-01-04 19:33:14+00:00,2021-01-04 19:33:14+00:00,FINISHED,750,2021-01-04 19:33:14+00:00,1750,1,10.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff371410a7214ada10005ba,5ff370c562fde912123a5e0e,2021-01-03 19:49:21+00:00,2021-01-04 19:49:21+00:00,2021-01-04 19:49:21+00:00,2021-01-04 19:49:21+00:00,2021-01-04 19:49:21+00:00,FINISHED,45,2021-01-04 19:49:21+00:00,350,1,1.0,COMPLETE_PARTNER_RECEIPT
5ff36c8b0a720f05230005a1,54943462e4b07e684157a532,2021-01-03 19:29:15+00:00,2021-01-04 19:29:15+00:00,2021-01-04 19:29:15+00:00,2021-01-04 19:29:17+00:00,2021-01-04 19:29:17+00:00,FINISHED,5,2021-01-04 19:29:17+00:00,5,1,1.0,All-receipts receipt bonus
5ff36c550a7214ada1000588,5ff36be7135e7011bcb856d3,2021-01-01 06:00:00+00:00,2021-01-04 19:28:21+00:00,2021-01-04 19:28:21+00:00,2021-01-04 19:28:21+00:00,2021-01-04 19:28:21+00:00,FINISHED,750,2021-01-04 19:28:21+00:00,750,5,25.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36acb0a720f052300058d,5ff36a3862fde912123a4460,2021-01-03 19:21:47+00:00,2021-01-04 19:21:47+00:00,2021-01-04 19:21:47+00:00,2021-01-04 19:21:48+00:00,2021-01-04 19:21:48+00:00,FINISHED,5,2021-01-04 19:21:48+00:00,55,9,89.91,All-receipts receipt bonus
5ff371450a7214ada10005bd,5ff370c562fde912123a5e0e,2020-12-24 06:00:00+00:00,2021-01-04 19:49:25+00:00,2021-01-04 19:49:25+00:00,2021-01-04 19:49:26+00:00,2021-01-04 19:49:26+00:00,FINISHED,5,2021-01-04 19:49:26+00:00,5,5,49.95,All-receipts receipt bonus
5ff36d9d0a720f05230005aa,5ff36d0362fde912123a5535,2021-01-01 06:00:00+00:00,2021-01-04 19:33:49+00:00,2021-01-04 19:33:49+00:00,2021-01-04 19:33:49+00:00,2021-01-04 19:33:49+00:00,FINISHED,100,2021-01-04 19:33:49+00:00,225,5,25.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36c590a7214ada1000589,5ff36be7135e7011bcb856d3,2020-12-30 06:00:00+00:00,2021-01-04 19:28:25+00:00,2021-01-04 19:28:25+00:00,2021-01-04 19:28:25+00:00,2021-01-04 19:28:25+00:00,FINISHED,150,2021-01-04 19:28:25+00:00,275,5,25.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff29be20a7214ada1000571,5964eb07e4b03efd0c0f267b,2021-01-03 00:00:00+00:00,2021-01-04 04:38:58+00:00,2021-01-04 04:38:58+00:00,2021-01-04 04:39:06+00:00,2021-01-04 04:39:09+00:00,FINISHED,25,2021-01-04 04:39:06+00:00,25,1,1.0,COMPLETE_NONPARTNER_RECEIPT
5ff3416f0a7214ada1000576,5c3388caea88e15513a95069,2021-01-04 00:00:00+00:00,2021-01-04 16:25:19+00:00,2021-01-04 16:25:19+00:00,2021-01-04 16:25:19+00:00,2021-01-04 16:25:19+00:00,FINISHED,25,2021-01-04 16:25:19+00:00,25,1,28.57,COMPLETE_NONPARTNER_RECEIPT
5ff36c6d0a720f0523000597,5ff36be7135e7011bcb856d3,2021-01-03 19:28:45+00:00,2021-01-04 19:28:45+00:00,2021-01-04 19:28:45+00:00,2021-01-04 19:28:45+00:00,2021-01-04 19:28:45+00:00,FINISHED,5,2021-01-04 19:28:45+00:00,5,4,18.2,All-receipts receipt bonus
5ff36a830a7214ada100057b,5ff36a3862fde912123a4460,2020-12-19 19:20:35+00:00,2021-01-04 19:20:35+00:00,2021-01-04 19:20:35+00:00,2021-01-04 19:20:36+00:00,2021-01-04 19:20:36+00:00,FINISHED,100,2021-01-04 19:20:36+00:00,100,1,1.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36c570a720f0523000593,5ff36be7135e7011bcb856d3,2021-01-03 19:28:23+00:00,2021-01-04 19:28:23+00:00,2021-01-04 19:28:23+00:00,2021-01-04 19:28:23+00:00,2021-01-04 19:28:23+00:00,FINISHED,250,2021-01-04 19:28:23+00:00,250,1,10.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff3713c0a7214ada10005b6,5ff370c562fde912123a5e0e,2021-01-03 19:49:16+00:00,2021-01-04 19:49:16+00:00,2021-01-04 19:49:16+00:00,2021-01-04 19:49:16+00:00,2021-01-04 19:49:16+00:00,FINISHED,0,2021-01-04 19:49:16+00:00,350,1,10.0,
5ff371130a7214ada10005aa,5ff370c562fde912123a5e0e,2021-01-04 19:48:35+00:00,2021-01-04 19:48:35+00:00,2021-01-04 19:48:35+00:00,2021-01-04 19:48:36+00:00,2021-01-04 19:48:36+00:00,FINISHED,45,2021-01-04 19:48:36+00:00,100,1,0.99,COMPLETE_PARTNER_RECEIPT
5ff370f00a7214ada10005a3,5ff370c562fde912123a5e0e,2020-12-21 00:00:00+00:00,2021-01-04 19:48:00+00:00,2021-01-04 19:48:00+00:00,2021-01-04 19:48:01+00:00,2021-01-04 19:48:01+00:00,FINISHED,500,2021-01-04 19:48:01+00:00,500,5,49.95,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff371240a7214ada10005b3,5ff37124135e7011bcb86bc3,2021-01-03 19:48:52+00:00,2021-01-04 19:48:52+00:00,2021-01-04 19:48:52+00:00,2021-01-04 19:48:52+00:00,2021-01-04 19:48:52+00:00,FINISHED,750,2021-01-04 19:48:52+00:00,755,1,1.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff36c8d0a7214ada1000591,54943462e4b07e684157a532,2021-01-03 19:29:17+00:00,2021-01-04 19:29:17+00:00,2021-01-04 19:29:17+00:00,2021-01-04 19:29:17+00:00,2021-01-04 19:29:17+00:00,FINISHED,5,2021-01-04 19:29:17+00:00,5,1,1.0,All-receipts receipt bonus
5ff36ad40a7214ada1000585,5ff36a3862fde912123a4460,2021-01-04 19:21:56+00:00,2021-01-04 19:21:56+00:00,2021-01-04 19:21:56+00:00,2021-01-04 19:21:56+00:00,2021-01-04 19:21:56+00:00,FINISHED,5,2021-01-04 19:21:56+00:00,55,1,0.99,All-receipts receipt bonus
5ff36dcb0a7214ada10005a0,5ff36d0362fde912123a5535,2021-01-03 19:34:35+00:00,2021-01-04 19:34:35+00:00,2021-01-04 19:34:35+00:00,2021-01-04 19:34:36+00:00,2021-01-04 19:34:36+00:00,FINISHED,5,2021-01-04 19:34:36+00:00,5,1,9.99,All-receipts receipt bonus
5ff3416d0a7214ada1000575,5c3388caea88e15513a95069,2021-01-04 00:00:00+00:00,2021-01-04 16:25:17+00:00,2021-01-04 16:25:17+00:00,2021-01-04 16:25:17+00:00,2021-01-04 16:25:17+00:00,FINISHED,25,2021-01-04 16:25:17+00:00,25,1,28.57,COMPLETE_NONPARTNER_RECEIPT
5ff4ce430a7214ada10005d8,5ff4ce3dc3d63511e2a484dc,2021-01-05 00:00:00+00:00,2021-01-05 20:38:27+00:00,2021-01-05 20:38:27+00:00,2021-01-05 20:38:28+00:00,2021-01-05 20:38:33+00:00,FINISHED,5,2021-01-05 20:38:28+00:00,5,4,25.0,All-receipts receipt bonus
5ff4ce400a7214ada10005d5,5ff4ce3dc3d63511e2a484dc,2021-01-05 00:00:00+00:00,2021-01-05 20:38:24+00:00,2021-01-05 20:38:24+00:00,2021-01-05 20:38:24+00:00,2021-01-05 20:38:29+00:00,FINISHED,150,2021-01-05 20:38:24+00:00,150,5,27.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff4a4ca0a7214ada10005d0,5fbc35711d967d1222cbfefc,2020-09-13 00:00:00+00:00,2021-01-05 17:41:30+00:00,2021-01-05 17:41:30+00:00,,2021-01-05 17:41:32+00:00,REJECTED,750,,750,2,34.96,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff473de0a720f05230005bd,54943462e4b07e684157a532,2020-12-23 14:12:46+00:00,2021-01-05 14:12:46+00:00,2021-01-05 14:12:46+00:00,2021-01-05 14:12:47+00:00,2021-01-05 14:12:47+00:00,FINISHED,5,2021-01-05 14:12:47+00:00,5,1,1.0,All-receipts receipt bonus
5ff4ce8c0a7214ada10005e6,5ff4ce33c3d63511e2a484b6,2021-01-04 20:39:40+00:00,2021-01-05 20:39:40+00:00,2021-01-05 20:39:40+00:00,2021-01-05 20:39:41+00:00,2021-01-05 20:39:46+00:00,FINISHED,25,2021-01-05 20:39:41+00:00,35,1,1.0,COMPLETE_NONPARTNER_RECEIPT
5ff4ce3d0a7214ada10005d3,5ff4ce3dc3d63511e2a484dc,2021-01-05 00:00:00+00:00,2021-01-05 20:38:21+00:00,2021-01-05 20:38:21+00:00,2021-01-05 20:38:22+00:00,2021-01-05 20:38:27+00:00,FINISHED,750,2021-01-05 20:38:22+00:00,750,2,29.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff473b40a7214ada10005c5,5ff47392c3d63511e2a47881,2021-01-04 14:12:04+00:00,2021-01-05 14:12:04+00:00,2021-01-05 14:12:04+00:00,2021-01-05 14:12:04+00:00,2021-01-05 14:12:04+00:00,FINISHED,45,2021-01-05 14:12:04+00:00,50,1,1.0,COMPLETE_PARTNER_RECEIPT
5ff473f30a720f05230005c0,5ff473f3c1e2d0121a9b2707,2021-01-05 14:13:07+00:00,2021-01-05 14:13:07+00:00,2021-01-05 14:13:07+00:00,2021-01-05 14:13:08+00:00,2021-01-05 14:13:08+00:00,FINISHED,750,2021-01-05 14:13:08+00:00,1800,1,10.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff4ce3a0a7214ada10005d2,5ff4ce3ac1e2d0121a9b2fb3,2021-01-05 00:00:00+00:00,2021-01-05 20:38:18+00:00,2021-01-05 20:38:18+00:00,2021-01-05 20:38:19+00:00,2021-01-05 20:38:23+00:00,FINISHED,750,2021-01-05 20:38:19+00:00,750,2,21.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff473a90a7214ada10005c2,5ff47392c3d63511e2a47881,2020-12-31 06:00:00+00:00,2021-01-05 14:11:53+00:00,2021-01-05 14:11:53+00:00,2021-01-05 14:11:54+00:00,2021-01-05 14:11:54+00:00,FINISHED,150,2021-01-05 14:11:54+00:00,275,5,25.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff473b10a7214ada10005c4,5ff47392c3d63511e2a47881,2021-01-02 06:00:00+00:00,2021-01-05 14:12:01+00:00,2021-01-05 14:12:01+00:00,2021-01-05 14:12:01+00:00,2021-01-05 14:12:01+00:00,FINISHED,0,2021-01-05 14:12:01+00:00,250,5,49.95,
5ff475820a7214ada10005cf,5a43c08fe4b014fd6b6a0612,,2021-01-05 14:19:46+00:00,2021-01-05 14:19:46+00:00,,2021-01-05 14:19:46+00:00,SUBMITTED,0,,0,0,0.0,
5ff4ce550a7214ada10005db,5ff4ce33c3d63511e2a484b6,2021-01-04 20:38:45+00:00,2021-01-05 20:38:45+00:00,2021-01-05 20:38:45+00:00,2021-01-05 20:38:51+00:00,2021-01-05 20:38:51+00:00,FINISHED,300,2021-01-05 20:38:46+00:00,300,2,1.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff4ce430a720f05230005c9,5ff4ce3dc3d63511e2a484dc,2021-01-05 00:00:00+00:00,2021-01-05 20:38:27+00:00,2021-01-05 20:38:27+00:00,2021-01-05 20:38:27+00:00,2021-01-05 20:38:32+00:00,FINISHED,5,2021-01-05 20:38:27+00:00,5,1,29.0,All-receipts receipt bonus
5ff473d40a7214ada10005c9,5ff47392c3d63511e2a47881,2021-01-05 14:12:36+00:00,2021-01-05 14:12:36+00:00,2021-01-05 14:12:36+00:00,2021-01-05 14:12:37+00:00,2021-01-05 14:12:37+00:00,FINISHED,5,2021-01-05 14:12:37+00:00,5,1,9.99,All-receipts receipt bonus
5ff4ce690a7214ada10005e2,5ff4ce68c1e2d0121a9b3022,2021-01-04 20:39:04+00:00,2021-01-05 20:39:05+00:00,2021-01-05 20:39:05+00:00,,2021-01-05 20:39:07+00:00,FLAGGED,750,2021-01-05 20:39:06+00:00,810,5,13.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)"
5ff473f60a7214ada10005ce,5ff47392c3d63511e2a47881,2020-12-31 06:00:00+00:00,2021-01-05 14:13:10+00:00,2021-01-05 14:13:10+00:00,2021-01-05 14:13:11+00:00,2021-01-05 14:13:11+00:00,FINISHED,0,2021-01-05 14:13:11+00:00,250,5,49.95,
5ff473cf0a7214ada10005c8,5ff47392c3d63511e2a47881,2021-01-04 14:12:31+00:00,2021-01-05 14:12:31+00:00,2021-01-05 14:12:31+00:00,2021-01-05 14:12:32+00:00,2021-01-05 14:12:32+00:00,FINISHED,5,2021-01-05 14:12:32+00:00,305,1,9.99,All-receipts receipt bonus
